 "tick, patch-x, patch-y, monitor_type, monitor_code, no2"
2258, 105, 58, Roadside, GN3, 139
2258, 123, 67, Roadside, HV1, 56
2258, 118, 81, Roadside, HV3, 48
2258, 46, 66, Roadside, EI1, 156
2258, 70, 75, Roadside, IS2, 51
2258, 101, 59, Roadside, GN0, 44
2258, 47, 73, Roadside, BT4, 79
2258, 67, 64, Roadside, WMB, 92
2258, 65, 64, Kerbside, WM6, 48
2258, 87, 52, Roadside, LW4, 49
2259, 48, 43, Roadside, KT6, 42
2259, 94, 81, Roadside, RB4, 48
2259, 70, 75, Roadside, IS2, 75
2259, 87, 52, Roadside, LW4, 52
2259, 46, 66, Roadside, EI1, 62
2259, 49, 70, Roadside, BT6, 134
2259, 54, 68, Roadside, BT8, 115
2259, 123, 67, Roadside, HV1, 125
2259, 105, 58, Roadside, GN3, 37
2259, 67, 64, Roadside, WMB, 78
2259, 101, 59, Roadside, GN0, 52
2259, 118, 81, Roadside, HV3, 91
2259, 65, 64, Kerbside, WM6, 48
2259, 104, 50, Roadside, GB6, 25
2259, 47, 73, Roadside, BT4, 90
2260, 67, 64, Roadside, WMB, 37
2260, 104, 50, Roadside, GB6, 33
2260, 65, 64, Kerbside, WM6, 79
2260, 70, 75, Roadside, IS2, 94
2260, 87, 52, Roadside, LW4, 90
2260, 105, 58, Roadside, GN3, 30
2260, 94, 81, Roadside, RB4, 34
2260, 48, 43, Roadside, KT6, 43
2260, 47, 73, Roadside, BT4, 108
2260, 54, 68, Roadside, BT8, 60
2260, 49, 70, Roadside, BT6, 140
2260, 46, 66, Roadside, EI1, 94
2260, 101, 59, Roadside, GN0, 34
2260, 118, 81, Roadside, HV3, 44
2260, 123, 67, Roadside, HV1, 57
2261, 48, 43, Roadside, KT6, 40
2261, 47, 73, Roadside, BT4, 123
2261, 67, 64, Roadside, WMB, 28
2261, 118, 81, Roadside, HV3, 43
2261, 101, 59, Roadside, GN0, 40
2261, 94, 81, Roadside, RB4, 51
2261, 54, 68, Roadside, BT8, 82
2261, 105, 58, Roadside, GN3, 17
2261, 123, 67, Roadside, HV1, 47
2261, 70, 75, Roadside, IS2, 114
2261, 104, 50, Roadside, GB6, 12
2261, 49, 70, Roadside, BT6, 99
2261, 46, 66, Roadside, EI1, 96
2261, 87, 52, Roadside, LW4, 105
2261, 65, 64, Kerbside, WM6, 131
2262, 70, 75, Roadside, IS2, 33
2262, 104, 50, Roadside, GB6, 19
2262, 118, 81, Roadside, HV3, 81
2262, 46, 66, Roadside, EI1, 118
2262, 123, 67, Roadside, HV1, 65
2262, 65, 64, Kerbside, WM6, 90
2262, 101, 59, Roadside, GN0, 18
2262, 87, 52, Roadside, LW4, 72
2262, 94, 81, Roadside, RB4, 84
2262, 54, 68, Roadside, BT8, 59
2262, 105, 58, Roadside, GN3, 25
2262, 48, 43, Roadside, KT6, 53
2262, 67, 64, Roadside, WMB, 86
2262, 47, 73, Roadside, BT4, 83
2262, 49, 70, Roadside, BT6, 64
2263, 123, 67, Roadside, HV1, 73
2263, 118, 81, Roadside, HV3, 114
2263, 70, 75, Roadside, IS2, 57
2263, 105, 58, Roadside, GN3, 43
2263, 54, 68, Roadside, BT8, 64
2263, 101, 59, Roadside, GN0, 26
2263, 104, 50, Roadside, GB6, 35
2263, 49, 70, Roadside, BT6, 36
2263, 65, 64, Kerbside, WM6, 121
2263, 48, 43, Roadside, KT6, 19
2263, 94, 81, Roadside, RB4, 15
2263, 47, 73, Roadside, BT4, 90
2263, 67, 64, Roadside, WMB, 158
2263, 46, 66, Roadside, EI1, 125
2263, 87, 52, Roadside, LW4, 102
2264, 46, 66, Roadside, EI1, 99
2264, 94, 81, Roadside, RB4, 16
2264, 101, 59, Roadside, GN0, 43
2264, 87, 52, Roadside, LW4, 95
2264, 118, 81, Roadside, HV3, 106
2264, 49, 70, Roadside, BT6, 36
2264, 104, 50, Roadside, GB6, 40
2264, 48, 43, Roadside, KT6, 18
2264, 70, 75, Roadside, IS2, 67
2264, 67, 64, Roadside, WMB, 138
2264, 123, 67, Roadside, HV1, 18
2264, 105, 58, Roadside, GN3, 67
2264, 65, 64, Kerbside, WM6, 121
2264, 54, 68, Roadside, BT8, 34
2264, 47, 73, Roadside, BT4, 37
2265, 70, 75, Roadside, IS2, 74
2265, 104, 50, Roadside, GB6, 39
2265, 101, 59, Roadside, GN0, 91
2265, 105, 58, Roadside, GN3, 50
2265, 65, 64, Kerbside, WM6, 95
2265, 118, 81, Roadside, HV3, 115
2265, 46, 66, Roadside, EI1, 129
2265, 54, 68, Roadside, BT8, 40
2265, 47, 73, Roadside, BT4, 50
2265, 49, 70, Roadside, BT6, 49
2265, 123, 67, Roadside, HV1, 38
2265, 87, 52, Roadside, LW4, 128
2265, 67, 64, Roadside, WMB, 131
2265, 48, 43, Roadside, KT6, 48
2265, 94, 81, Roadside, RB4, 65
2266, 48, 43, Roadside, KT6, 86
2266, 101, 59, Roadside, GN0, 23
2266, 65, 64, Kerbside, WM6, 116
2266, 49, 70, Roadside, BT6, 69
2266, 104, 50, Roadside, GB6, 33
2266, 47, 73, Roadside, BT4, 90
2266, 54, 68, Roadside, BT8, 79
2266, 118, 81, Roadside, HV3, 49
2266, 70, 75, Roadside, IS2, 40
2266, 46, 66, Roadside, EI1, 166
2266, 105, 58, Roadside, GN3, 43
2266, 67, 64, Roadside, WMB, 86
2266, 94, 81, Roadside, RB4, 104
2266, 87, 52, Roadside, LW4, 87
2266, 123, 67, Roadside, HV1, 51
2267, 65, 64, Kerbside, WM6, 138
2267, 105, 58, Roadside, GN3, 25
2267, 49, 70, Roadside, BT6, 97
2267, 87, 52, Roadside, LW4, 99
2267, 123, 67, Roadside, HV1, 97
2267, 118, 81, Roadside, HV3, 59
2267, 46, 66, Roadside, EI1, 80
2267, 104, 50, Roadside, GB6, 10
2267, 47, 73, Roadside, BT4, 61
2267, 101, 59, Roadside, GN0, 51
2267, 70, 75, Roadside, IS2, 39
2267, 94, 81, Roadside, RB4, 47
2267, 54, 68, Roadside, BT8, 97
2267, 67, 64, Roadside, WMB, 98
2267, 48, 43, Roadside, KT6, 35
2268, 67, 64, Roadside, WMB, 87
2268, 118, 81, Roadside, HV3, 26
2268, 47, 73, Roadside, BT4, 198
2268, 48, 43, Roadside, KT6, 55
2268, 94, 81, Roadside, RB4, 88
2268, 54, 68, Roadside, BT8, 66
2268, 123, 67, Roadside, HV1, 45
2268, 105, 58, Roadside, GN3, 43
2268, 104, 50, Roadside, GB6, 20
2268, 46, 66, Roadside, EI1, 105
2268, 101, 59, Roadside, GN0, 64
2268, 70, 75, Roadside, IS2, 67
2268, 49, 70, Roadside, BT6, 77
2268, 87, 52, Roadside, LW4, 117
2268, 65, 64, Kerbside, WM6, 112
2269, 46, 66, Roadside, EI1, 36
2269, 94, 81, Roadside, RB4, 47
2269, 54, 68, Roadside, BT8, 101
2269, 67, 64, Roadside, WMB, 163
2269, 105, 58, Roadside, GN3, 48
2269, 104, 50, Roadside, GB6, 33
2269, 118, 81, Roadside, HV3, 38
2269, 48, 43, Roadside, KT6, 64
2269, 47, 73, Roadside, BT4, 177
2269, 65, 64, Kerbside, WM6, 101
2269, 101, 59, Roadside, GN0, 50
2269, 123, 67, Roadside, HV1, 80
2269, 70, 75, Roadside, IS2, 67
2269, 49, 70, Roadside, BT6, 28
2269, 87, 52, Roadside, LW4, 145
2270, 118, 81, Roadside, HV3, 82
2270, 67, 64, Roadside, WMB, 160
2270, 87, 52, Roadside, LW4, 51
2270, 46, 66, Roadside, EI1, 70
2270, 54, 68, Roadside, BT8, 100
2270, 123, 67, Roadside, HV1, 71
2270, 104, 50, Roadside, GB6, 43
2270, 49, 70, Roadside, BT6, 40
2270, 65, 64, Kerbside, WM6, 96
2270, 101, 59, Roadside, GN0, 62
2270, 48, 43, Roadside, KT6, 62
2270, 94, 81, Roadside, RB4, 85
2270, 47, 73, Roadside, BT4, 146
2270, 70, 75, Roadside, IS2, 30
2270, 105, 58, Roadside, GN3, 54
2271, 67, 64, Roadside, WMB, 197
2271, 87, 52, Roadside, LW4, 45
2271, 101, 59, Roadside, GN0, 75
2271, 46, 66, Roadside, EI1, 79
2271, 65, 64, Kerbside, WM6, 76
2271, 123, 67, Roadside, HV1, 83
2271, 54, 68, Roadside, BT8, 115
2271, 94, 81, Roadside, RB4, 38
2271, 49, 70, Roadside, BT6, 47
2271, 118, 81, Roadside, HV3, 86
2271, 47, 73, Roadside, BT4, 144
2271, 105, 58, Roadside, GN3, 23
2271, 48, 43, Roadside, KT6, 65
2271, 70, 75, Roadside, IS2, 42
2271, 104, 50, Roadside, GB6, 14
2272, 101, 59, Roadside, GN0, 87
2272, 118, 81, Roadside, HV3, 22
2272, 47, 73, Roadside, BT4, 67
2272, 105, 58, Roadside, GN3, 25
2272, 67, 64, Roadside, WMB, 121
2272, 46, 66, Roadside, EI1, 97
2272, 48, 43, Roadside, KT6, 77
2272, 123, 67, Roadside, HV1, 49
2272, 70, 75, Roadside, IS2, 48
2272, 94, 81, Roadside, RB4, 39
2272, 54, 68, Roadside, BT8, 84
2272, 87, 52, Roadside, LW4, 34
2272, 49, 70, Roadside, BT6, 50
2272, 65, 64, Kerbside, WM6, 66
2272, 104, 50, Roadside, GB6, 13
2273, 70, 75, Roadside, IS2, 50
2273, 118, 81, Roadside, HV3, 33
2273, 67, 64, Roadside, WMB, 85
2273, 104, 50, Roadside, GB6, 29
2273, 87, 52, Roadside, LW4, 48
2273, 48, 43, Roadside, KT6, 118
2273, 54, 68, Roadside, BT8, 81
2273, 46, 66, Roadside, EI1, 115
2273, 123, 67, Roadside, HV1, 78
2273, 65, 64, Kerbside, WM6, 108
2273, 47, 73, Roadside, BT4, 182
2273, 105, 58, Roadside, GN3, 58
2273, 101, 59, Roadside, GN0, 74
2273, 94, 81, Roadside, RB4, 95
2273, 49, 70, Roadside, BT6, 37
2274, 70, 75, Roadside, IS2, 117
2274, 46, 66, Roadside, EI1, 120
2274, 67, 64, Roadside, WMB, 64
2274, 105, 58, Roadside, GN3, 38
2274, 54, 68, Roadside, BT8, 124
2274, 49, 70, Roadside, BT6, 30
2274, 101, 59, Roadside, GN0, 22
2274, 65, 64, Kerbside, WM6, 93
2274, 94, 81, Roadside, RB4, 151
2274, 123, 67, Roadside, HV1, 121
2274, 47, 73, Roadside, BT4, 125
2274, 48, 43, Roadside, KT6, 147
2274, 87, 52, Roadside, LW4, 95
2274, 104, 50, Roadside, GB6, 20
2274, 118, 81, Roadside, HV3, 33
2275, 49, 70, Roadside, BT6, 64
2275, 118, 81, Roadside, HV3, 18
2275, 87, 52, Roadside, LW4, 76
2275, 48, 43, Roadside, KT6, 91
2275, 65, 64, Kerbside, WM6, 174
2275, 54, 68, Roadside, BT8, 137
2275, 94, 81, Roadside, RB4, 53
2275, 67, 64, Roadside, WMB, 60
2275, 101, 59, Roadside, GN0, 27
2275, 47, 73, Roadside, BT4, 119
2275, 70, 75, Roadside, IS2, 77
2275, 46, 66, Roadside, EI1, 48
2275, 123, 67, Roadside, HV1, 141
2275, 105, 58, Roadside, GN3, 19
2275, 104, 50, Roadside, GB6, 12
2276, 87, 52, Roadside, LW4, 93
2276, 67, 64, Roadside, WMB, 87
2276, 49, 70, Roadside, BT6, 62
2276, 123, 67, Roadside, HV1, 44
2276, 118, 81, Roadside, HV3, 32
2276, 54, 68, Roadside, BT8, 66
2276, 105, 58, Roadside, GN3, 19
2276, 47, 73, Roadside, BT4, 172
2276, 70, 75, Roadside, IS2, 98
2276, 104, 50, Roadside, GB6, 10
2276, 101, 59, Roadside, GN0, 15
2276, 94, 81, Roadside, RB4, 38
2276, 65, 64, Kerbside, WM6, 156
2276, 46, 66, Roadside, EI1, 69
2276, 48, 43, Roadside, KT6, 64
2277, 104, 50, Roadside, GB6, 29
2277, 49, 70, Roadside, BT6, 18
2277, 46, 66, Roadside, EI1, 80
2277, 47, 73, Roadside, BT4, 152
2277, 101, 59, Roadside, GN0, 15
2277, 87, 52, Roadside, LW4, 77
2277, 70, 75, Roadside, IS2, 112
2277, 67, 64, Roadside, WMB, 103
2277, 123, 67, Roadside, HV1, 48
2277, 105, 58, Roadside, GN3, 47
2277, 65, 64, Kerbside, WM6, 213
2277, 48, 43, Roadside, KT6, 24
2277, 118, 81, Roadside, HV3, 26
2277, 94, 81, Roadside, RB4, 30
2277, 54, 68, Roadside, BT8, 57
2278, 70, 75, Roadside, IS2, 63
2278, 94, 81, Roadside, RB4, 31
2278, 123, 67, Roadside, HV1, 31
2278, 54, 68, Roadside, BT8, 35
2278, 87, 52, Roadside, LW4, 41
2278, 105, 58, Roadside, GN3, 60
2278, 46, 66, Roadside, EI1, 82
2278, 49, 70, Roadside, BT6, 19
2278, 67, 64, Roadside, WMB, 130
2278, 101, 59, Roadside, GN0, 40
2278, 47, 73, Roadside, BT4, 80
2278, 118, 81, Roadside, HV3, 44
2278, 104, 50, Roadside, GB6, 49
2278, 65, 64, Kerbside, WM6, 174
2278, 48, 43, Roadside, KT6, 50
2279, 47, 73, Roadside, BT4, 71
2279, 67, 64, Roadside, WMB, 173
2279, 101, 59, Roadside, GN0, 62
2279, 70, 75, Roadside, IS2, 56
2279, 65, 64, Kerbside, WM6, 201
2279, 48, 43, Roadside, KT6, 46
2279, 118, 81, Roadside, HV3, 53
2279, 46, 66, Roadside, EI1, 59
2279, 123, 67, Roadside, HV1, 38
2279, 87, 52, Roadside, LW4, 39
2279, 94, 81, Roadside, RB4, 49
2279, 49, 70, Roadside, BT6, 60
2279, 105, 58, Roadside, GN3, 74
2279, 54, 68, Roadside, BT8, 60
2279, 104, 50, Roadside, GB6, 44
2280, 70, 75, Roadside, IS2, 136
2280, 67, 64, Roadside, WMB, 120
2280, 49, 70, Roadside, BT6, 49
2280, 94, 81, Roadside, RB4, 55
2280, 118, 81, Roadside, HV3, 19
2280, 65, 64, Kerbside, WM6, 212
2280, 101, 59, Roadside, GN0, 40
2280, 47, 73, Roadside, BT4, 139
2280, 87, 52, Roadside, LW4, 63
2280, 46, 66, Roadside, EI1, 33
2280, 104, 50, Roadside, GB6, 49
2280, 54, 68, Roadside, BT8, 86
2280, 48, 43, Roadside, KT6, 52
2280, 105, 58, Roadside, GN3, 74
2280, 123, 67, Roadside, HV1, 47
2281, 118, 81, Roadside, HV3, 36
2281, 54, 68, Roadside, BT8, 66
2281, 48, 43, Roadside, KT6, 68
2281, 123, 67, Roadside, HV1, 77
2281, 46, 66, Roadside, EI1, 79
2281, 70, 75, Roadside, IS2, 92
2281, 49, 70, Roadside, BT6, 110
2281, 94, 81, Roadside, RB4, 92
2281, 65, 64, Kerbside, WM6, 295
2281, 67, 64, Roadside, WMB, 185
2281, 104, 50, Roadside, GB6, 54
2281, 105, 58, Roadside, GN3, 55
2281, 101, 59, Roadside, GN0, 63
2281, 47, 73, Roadside, BT4, 111
2281, 87, 52, Roadside, LW4, 74
2282, 105, 58, Roadside, GN3, 34
2282, 67, 64, Roadside, WMB, 137
2282, 65, 64, Kerbside, WM6, 229
2282, 123, 67, Roadside, HV1, 82
2282, 48, 43, Roadside, KT6, 62
2282, 118, 81, Roadside, HV3, 26
2282, 87, 52, Roadside, LW4, 53
2282, 49, 70, Roadside, BT6, 59
2282, 94, 81, Roadside, RB4, 81
2282, 47, 73, Roadside, BT4, 238
2282, 70, 75, Roadside, IS2, 133
2282, 104, 50, Roadside, GB6, 39
2282, 46, 66, Roadside, EI1, 92
2282, 54, 68, Roadside, BT8, 77
2282, 101, 59, Roadside, GN0, 24
2283, 105, 58, Roadside, GN3, 42
2283, 94, 81, Roadside, RB4, 25
2283, 87, 52, Roadside, LW4, 32
2283, 65, 64, Kerbside, WM6, 142
2283, 67, 64, Roadside, WMB, 116
2283, 48, 43, Roadside, KT6, 15
2283, 54, 68, Roadside, BT8, 89
2283, 49, 70, Roadside, BT6, 89
2283, 47, 73, Roadside, BT4, 206
2283, 46, 66, Roadside, EI1, 37
2283, 104, 50, Roadside, GB6, 29
2283, 70, 75, Roadside, IS2, 87
2283, 118, 81, Roadside, HV3, 14
2283, 101, 59, Roadside, GN0, 26
2283, 123, 67, Roadside, HV1, 90
2284, 65, 64, Kerbside, WM6, 96
2284, 70, 75, Roadside, IS2, 58
2284, 118, 81, Roadside, HV3, 73
2284, 94, 81, Roadside, RB4, 64
2284, 48, 43, Roadside, KT6, 29
2284, 49, 70, Roadside, BT6, 77
2284, 54, 68, Roadside, BT8, 47
2284, 104, 50, Roadside, GB6, 55
2284, 47, 73, Roadside, BT4, 167
2284, 101, 59, Roadside, GN0, 36
2284, 123, 67, Roadside, HV1, 31
2284, 105, 58, Roadside, GN3, 67
2284, 46, 66, Roadside, EI1, 42
2284, 87, 52, Roadside, LW4, 83
2284, 67, 64, Roadside, WMB, 134
2285, 47, 73, Roadside, BT4, 137
2285, 65, 64, Kerbside, WM6, 117
2285, 94, 81, Roadside, RB4, 45
2285, 87, 52, Roadside, LW4, 47
2285, 54, 68, Roadside, BT8, 72
2285, 123, 67, Roadside, HV1, 46
2285, 49, 70, Roadside, BT6, 44
2285, 118, 81, Roadside, HV3, 42
2285, 67, 64, Roadside, WMB, 164
2285, 70, 75, Roadside, IS2, 36
2285, 101, 59, Roadside, GN0, 41
2285, 105, 58, Roadside, GN3, 137
2285, 46, 66, Roadside, EI1, 61
2285, 104, 50, Roadside, GB6, 82
2285, 48, 43, Roadside, KT6, 41
2286, 48, 43, Roadside, KT6, 35
2286, 101, 59, Roadside, GN0, 24
2286, 46, 66, Roadside, EI1, 55
2286, 70, 75, Roadside, IS2, 111
2286, 87, 52, Roadside, LW4, 42
2286, 65, 64, Kerbside, WM6, 106
2286, 67, 64, Roadside, WMB, 93
2286, 94, 81, Roadside, RB4, 35
2286, 104, 50, Roadside, GB6, 108
2286, 118, 81, Roadside, HV3, 92
2286, 123, 67, Roadside, HV1, 47
2286, 49, 70, Roadside, BT6, 79
2286, 105, 58, Roadside, GN3, 114
2286, 47, 73, Roadside, BT4, 205
2286, 54, 68, Roadside, BT8, 61
2287, 65, 64, Kerbside, WM6, 73
2287, 105, 58, Roadside, GN3, 94
2287, 67, 64, Roadside, WMB, 135
2287, 70, 75, Roadside, IS2, 113
2287, 46, 66, Roadside, EI1, 158
2287, 49, 70, Roadside, BT6, 129
2287, 54, 68, Roadside, BT8, 62
2287, 104, 50, Roadside, GB6, 97
2287, 118, 81, Roadside, HV3, 133
2287, 87, 52, Roadside, LW4, 36
2287, 94, 81, Roadside, RB4, 28
2287, 123, 67, Roadside, HV1, 66
2287, 47, 73, Roadside, BT4, 170
2287, 48, 43, Roadside, KT6, 30
2287, 101, 59, Roadside, GN0, 26
2288, 48, 43, Roadside, KT6, 22
2288, 65, 64, Kerbside, WM6, 60
2288, 105, 58, Roadside, GN3, 66
2288, 49, 70, Roadside, BT6, 83
2288, 70, 75, Roadside, IS2, 76
2288, 47, 73, Roadside, BT4, 209
2288, 94, 81, Roadside, RB4, 23
2288, 101, 59, Roadside, GN0, 42
2288, 67, 64, Roadside, WMB, 109
2288, 54, 68, Roadside, BT8, 34
2288, 123, 67, Roadside, HV1, 34
2288, 87, 52, Roadside, LW4, 51
2288, 104, 50, Roadside, GB6, 47
2288, 46, 66, Roadside, EI1, 78
2288, 118, 81, Roadside, HV3, 44
2289, 46, 66, Roadside, EI1, 117
2289, 105, 58, Roadside, GN3, 44
2289, 87, 52, Roadside, LW4, 56
2289, 123, 67, Roadside, HV1, 33
2289, 67, 64, Roadside, WMB, 95
2289, 101, 59, Roadside, GN0, 30
2289, 49, 70, Roadside, BT6, 131
2289, 65, 64, Kerbside, WM6, 177
2289, 70, 75, Roadside, IS2, 62
2289, 104, 50, Roadside, GB6, 38
2289, 47, 73, Roadside, BT4, 179
2289, 54, 68, Roadside, BT8, 31
2289, 118, 81, Roadside, HV3, 49
2289, 48, 43, Roadside, KT6, 33
2289, 94, 81, Roadside, RB4, 44
2290, 105, 58, Roadside, GN3, 49
2290, 65, 64, Kerbside, WM6, 156
2290, 67, 64, Roadside, WMB, 105
2290, 54, 68, Roadside, BT8, 65
2290, 104, 50, Roadside, GB6, 45
2290, 94, 81, Roadside, RB4, 59
2290, 46, 66, Roadside, EI1, 119
2290, 47, 73, Roadside, BT4, 203
2290, 87, 52, Roadside, LW4, 98
2290, 101, 59, Roadside, GN0, 26
2290, 49, 70, Roadside, BT6, 60
2290, 70, 75, Roadside, IS2, 139
2290, 48, 43, Roadside, KT6, 49
2290, 123, 67, Roadside, HV1, 48
2290, 118, 81, Roadside, HV3, 161
2291, 67, 64, Roadside, WMB, 120
2291, 65, 64, Kerbside, WM6, 92
2291, 94, 81, Roadside, RB4, 23
2291, 46, 66, Roadside, EI1, 60
2291, 49, 70, Roadside, BT6, 64
2291, 48, 43, Roadside, KT6, 18
2291, 101, 59, Roadside, GN0, 24
2291, 118, 81, Roadside, HV3, 40
2291, 47, 73, Roadside, BT4, 176
2291, 87, 52, Roadside, LW4, 55
2291, 70, 75, Roadside, IS2, 144
2291, 104, 50, Roadside, GB6, 58
2291, 123, 67, Roadside, HV1, 57
2291, 54, 68, Roadside, BT8, 57
2291, 105, 58, Roadside, GN3, 71
2292, 87, 52, Roadside, LW4, 83
2292, 48, 43, Roadside, KT6, 27
2292, 123, 67, Roadside, HV1, 26
2292, 49, 70, Roadside, BT6, 50
2292, 67, 64, Roadside, WMB, 135
2292, 105, 58, Roadside, GN3, 45
2292, 70, 75, Roadside, IS2, 150
2292, 54, 68, Roadside, BT8, 41
2292, 104, 50, Roadside, GB6, 35
2292, 101, 59, Roadside, GN0, 56
2292, 118, 81, Roadside, HV3, 172
2292, 47, 73, Roadside, BT4, 143
2292, 46, 66, Roadside, EI1, 91
2292, 94, 81, Roadside, RB4, 39
2292, 65, 64, Kerbside, WM6, 112
2293, 104, 50, Roadside, GB6, 62
2293, 46, 66, Roadside, EI1, 163
2293, 49, 70, Roadside, BT6, 75
2293, 101, 59, Roadside, GN0, 41
2293, 65, 64, Kerbside, WM6, 67
2293, 70, 75, Roadside, IS2, 113
2293, 105, 58, Roadside, GN3, 67
2293, 54, 68, Roadside, BT8, 31
2293, 87, 52, Roadside, LW4, 75
2293, 123, 67, Roadside, HV1, 29
2293, 94, 81, Roadside, RB4, 39
2293, 67, 64, Roadside, WMB, 110
2293, 118, 81, Roadside, HV3, 113
2293, 47, 73, Roadside, BT4, 106
2293, 48, 43, Roadside, KT6, 35
2294, 94, 81, Roadside, RB4, 20
2294, 65, 64, Kerbside, WM6, 156
2294, 70, 75, Roadside, IS2, 86
2294, 101, 59, Roadside, GN0, 79
2294, 47, 73, Roadside, BT4, 137
2294, 87, 52, Roadside, LW4, 62
2294, 54, 68, Roadside, BT8, 45
2294, 46, 66, Roadside, EI1, 107
2294, 49, 70, Roadside, BT6, 101
2294, 105, 58, Roadside, GN3, 55
2294, 118, 81, Roadside, HV3, 75
2294, 104, 50, Roadside, GB6, 69
2294, 123, 67, Roadside, HV1, 35
2294, 67, 64, Roadside, WMB, 93
2294, 48, 43, Roadside, KT6, 27
2295, 46, 66, Roadside, EI1, 166
2295, 70, 75, Roadside, IS2, 119
2295, 104, 50, Roadside, GB6, 128
2295, 105, 58, Roadside, GN3, 156
2295, 49, 70, Roadside, BT6, 59
2295, 123, 67, Roadside, HV1, 32
2295, 67, 64, Roadside, WMB, 98
2295, 118, 81, Roadside, HV3, 47
2295, 54, 68, Roadside, BT8, 57
2295, 87, 52, Roadside, LW4, 94
2295, 48, 43, Roadside, KT6, 62
2295, 47, 73, Roadside, BT4, 102
2295, 101, 59, Roadside, GN0, 67
2295, 94, 81, Roadside, RB4, 86
2295, 65, 64, Kerbside, WM6, 57
2296, 49, 70, Roadside, BT6, 52
2296, 70, 75, Roadside, IS2, 30
2296, 54, 68, Roadside, BT8, 137
2296, 94, 81, Roadside, RB4, 46
2296, 123, 67, Roadside, HV1, 61
2296, 65, 64, Kerbside, WM6, 54
2296, 118, 81, Roadside, HV3, 138
2296, 46, 66, Roadside, EI1, 183
2296, 47, 73, Roadside, BT4, 177
2296, 101, 59, Roadside, GN0, 42
2296, 105, 58, Roadside, GN3, 156
2296, 48, 43, Roadside, KT6, 41
2296, 87, 52, Roadside, LW4, 155
2296, 67, 64, Roadside, WMB, 120
2296, 104, 50, Roadside, GB6, 119
2297, 105, 58, Roadside, GN3, 145
2297, 101, 59, Roadside, GN0, 53
2297, 87, 52, Roadside, LW4, 104
2297, 47, 73, Roadside, BT4, 171
2297, 67, 64, Roadside, WMB, 119
2297, 49, 70, Roadside, BT6, 116
2297, 65, 64, Kerbside, WM6, 60
2297, 104, 50, Roadside, GB6, 137
2297, 123, 67, Roadside, HV1, 60
2297, 48, 43, Roadside, KT6, 81
2297, 118, 81, Roadside, HV3, 114
2297, 54, 68, Roadside, BT8, 56
2297, 46, 66, Roadside, EI1, 100
2297, 70, 75, Roadside, IS2, 38
2297, 94, 81, Roadside, RB4, 91
2298, 67, 64, Roadside, WMB, 69
2298, 70, 75, Roadside, IS2, 33
2298, 123, 67, Roadside, HV1, 69
2298, 54, 68, Roadside, BT8, 126
2298, 94, 81, Roadside, RB4, 68
2298, 65, 64, Kerbside, WM6, 60
2298, 104, 50, Roadside, GB6, 87
2298, 46, 66, Roadside, EI1, 114
2298, 87, 52, Roadside, LW4, 118
2298, 118, 81, Roadside, HV3, 90
2298, 105, 58, Roadside, GN3, 87
2298, 49, 70, Roadside, BT6, 113
2298, 47, 73, Roadside, BT4, 95
2298, 101, 59, Roadside, GN0, 45
2298, 48, 43, Roadside, KT6, 68
2299, 67, 64, Roadside, WMB, 111
2299, 87, 52, Roadside, LW4, 94
2299, 65, 64, Kerbside, WM6, 105
2299, 46, 66, Roadside, EI1, 106
2299, 70, 75, Roadside, IS2, 22
2299, 47, 73, Roadside, BT4, 119
2299, 104, 50, Roadside, GB6, 88
2299, 123, 67, Roadside, HV1, 55
2299, 48, 43, Roadside, KT6, 38
2299, 101, 59, Roadside, GN0, 53
2299, 49, 70, Roadside, BT6, 133
2299, 94, 81, Roadside, RB4, 53
2299, 118, 81, Roadside, HV3, 93
2299, 105, 58, Roadside, GN3, 83
2299, 54, 68, Roadside, BT8, 82
2300, 123, 67, Roadside, HV1, 44
2300, 67, 64, Roadside, WMB, 54
2300, 101, 59, Roadside, GN0, 113
2300, 46, 66, Roadside, EI1, 110
2300, 104, 50, Roadside, GB6, 117
2300, 49, 70, Roadside, BT6, 104
2300, 48, 43, Roadside, KT6, 53
2300, 94, 81, Roadside, RB4, 33
2300, 70, 75, Roadside, IS2, 44
2300, 47, 73, Roadside, BT4, 88
2300, 105, 58, Roadside, GN3, 113
2300, 87, 52, Roadside, LW4, 39
2300, 118, 81, Roadside, HV3, 125
2300, 65, 64, Kerbside, WM6, 72
2300, 54, 68, Roadside, BT8, 71
2301, 54, 68, Roadside, BT8, 56
2301, 47, 73, Roadside, BT4, 84
2301, 48, 43, Roadside, KT6, 91
2301, 65, 64, Kerbside, WM6, 114
2301, 104, 50, Roadside, GB6, 41
2301, 94, 81, Roadside, RB4, 123
2301, 70, 75, Roadside, IS2, 38
2301, 49, 70, Roadside, BT6, 96
2301, 105, 58, Roadside, GN3, 33
2301, 67, 64, Roadside, WMB, 54
2301, 118, 81, Roadside, HV3, 150
2301, 123, 67, Roadside, HV1, 72
2301, 101, 59, Roadside, GN0, 77
2301, 46, 66, Roadside, EI1, 103
2301, 87, 52, Roadside, LW4, 46
2302, 101, 59, Roadside, GN0, 102
2302, 87, 52, Roadside, LW4, 83
2302, 123, 67, Roadside, HV1, 128
2302, 48, 43, Roadside, KT6, 52
2302, 67, 64, Roadside, WMB, 56
2302, 104, 50, Roadside, GB6, 48
2302, 47, 73, Roadside, BT4, 44
2302, 105, 58, Roadside, GN3, 22
