tick, monitor_code,no2
2238,EN5,22.66212484
2238,GB6,25.29712128
2238,GN0,25.23002961
2238,GN3,31.82532725
2238,HV1,22.65646348
2238,HV3,25.84843697
2238,IS2,27.90801652
2238,KT6,45.65289824
2238,LW4,47.03425118
2238,RB4,45.43003621
2238,WMB,34.44476818
2239,BT4,30.25464611
2239,BT6,23.59725188
2239,BT8,46.9810114
2239,EI1,32.50482706
2239,EN5,22.34122002
2239,GB6,23.20599511
2239,GN0,48.02539827
2239,GN3,29.39911792
2239,HV1,27.99270875
2239,HV3,32.37360299
2239,IS2,31.00139103
2239,KT6,24.90756355
2239,LW4,52.65227535
2239,RB4,26.00172506
2239,WMB,47.06430462
2240,BT4,46.37074029
2240,BT6,24.81657455
2240,BT8,39.5251554
2240,EI1,32.57485272
2240,EN5,23.73423818
2240,GB6,34.39679606
2240,GN0,28.84589676
2240,GN3,45.249237
2240,HV1,29.57220362
2240,HV3,13.74638713
2240,IS2,24.66977986
2240,KT6,34.95525481
2240,LW4,50.29294868
2240,RB4,40.82360011
2240,WMB,53.61235239
2241,BT4,51.86315111
2241,BT6,34.43353148
2241,BT8,45.84704121
2241,EI1,41.96035301
2241,EN5,32.6885224
2241,GB6,11.90863866
2241,GN0,44.59499783
2241,GN3,16.93874405
2241,HV1,45.15906759
2241,HV3,12.39856399
2241,IS2,30.16668473
2241,KT6,30.46939681
2241,LW4,56.38480364
2241,RB4,36.37408313
2241,WMB,74.48123874
2242,BT4,40.74664521
2242,BT6,42.22861898
2242,BT8,46.79029945
2242,EI1,47.45460791
2242,EN5,36.33091157
2242,GB6,26.16773352
2242,GN0,31.68578967
2242,GN3,39.173909
2242,HV1,36.73320237
2242,HV3,13.82539137
2242,IS2,12.52369072
2242,KT6,35.36103311
2242,LW4,32.50388455
2242,RB4,43.74782414
2242,WMB,54.2624337
2243,BT4,54.08425155
2243,BT6,23.54272618
2243,BT8,42.96918891
2243,EI1,33.73763892
2243,EN5,19.0203498
2243,GB6,11.54432271
2243,GN0,36.909438
2243,GN3,15.7133881
2243,HV1,50.64422382
2243,HV3,10.87575648
2243,IS2,14.9029128
2243,KT6,32.74624254
2243,LW4,28.66127626
2243,RB4,29.94982806
2243,WMB,67.5531736
2244,BT4,67.02280686
2244,BT6,43.3893792
2244,BT8,51.33721523
2244,EI1,33.84585673
2244,EN5,31.05647505
2244,GB6,27.86012586
2244,GN0,37.99445981
2244,GN3,30.818423
2244,HV1,36.73732961
2244,HV3,27.05226116
2244,IS2,27.78125363
2244,KT6,32.36476894
2244,LW4,37.00078862
2244,RB4,26.75996047
2244,WMB,29.93052537
2245,BT4,84.19553448
2245,BT6,26.00860168
2245,BT8,49.68384467
2245,EI1,31.5711991
2245,EN5,21.21999716
2245,GB6,10.36851226
2245,GN0,39.55750798
2245,GN3,14.18529714
2245,HV1,34.63848747
2245,HV3,21.35724434
2245,IS2,44.04780444
2245,KT6,34.54277989
2245,LW4,48.7668612
2245,RB4,49.62662589
2245,WMB,21.30247731
2246,BT4,64.06933358
2246,BT6,26.0945976
2246,BT8,54.00215629
2246,EI1,36.23350319
2246,EN5,30.76491841
2246,GB6,11.58603543
2246,GN0,19.35533394
2246,GN3,18.527382
2246,HV1,49.43807783
2246,HV3,28.02754011
2246,IS2,23.51630472
2246,KT6,44.95380743
2246,LW4,27.10431602
2246,RB4,58.40484691
2246,WMB,13.29877931
2247,BT4,68.47394077
2247,BT6,21.06654328
2247,BT8,49.28356923
2247,EI1,41.69269404
2247,EN5,18.4590772
2247,GB6,7.169271887
2247,GN0,17.83085569
2247,GN3,9.269457381
2247,HV1,53.7579562
2247,HV3,30.45151411
2247,IS2,36.25435665
2247,KT6,20.89566715
2247,LW4,31.19864902
2247,RB4,15.27871762
2247,WMB,22.14505152
2248,BT4,49.19108354
2248,BT6,26.66158858
2248,BT8,27.76628003
2248,EI1,51.89719865
2248,EN5,24.32967667
2248,GB6,11.24611475
2248,GN0,19.22903755
2248,GN3,13.380887
2248,HV1,16.76174697
2248,HV3,21.59853115
2248,IS2,27.64779377
2248,KT6,10.92907804
2248,LW4,29.1585254
2248,RB4,13.31626956
2248,WMB,38.77808133
2249,BT4,37.27471592
2249,BT6,9.190474846
2249,BT8,20.94422533
2249,EI1,35.03701291
2249,EN5,9.472210268
2249,GB6,14.53989238
2249,GN0,25.09686659
2249,GN3,19.08672095
2249,HV1,23.33986125
2249,HV3,15.26724159
2249,IS2,43.86936659
2249,KT6,28.27693361
2249,LW4,33.42147261
2249,RB4,22.12935959
2249,WMB,46.47507727
2250,BT4,25.07019503
2250,BT6,11.98227242
2250,BT8,45.93251809
2250,EI1,52.48013463
2250,EN5,12.65377401
2250,GB6,24.99985058
2250,GN0,20.89501406
2250,GN3,37.902422
2250,HV1,27.2954355
2250,HV3,17.05340604
2250,IS2,28.49844486
2250,KT6,34.44781343
2250,LW4,33.92169958
2250,RB4,39.08388605
2250,WMB,33.80826066
2251,BT4,40.25044797
2251,BT6,29.99933234
2251,BT8,38.91414394
2251,EI1,33.24721222
2251,EN5,25.28799496
2251,GB6,7.376479961
2251,GN0,21.38806148
2251,GN3,13.52646224
2251,HV1,39.1078558
2251,HV3,23.47489096
2251,IS2,34.83522437
2251,KT6,17.55319884
2251,LW4,46.42135922
2251,RB4,15.45618022
2251,WMB,56.98930794
2252,BT4,28.82666196
2252,BT6,42.13923456
2252,BT8,25.02109402
2252,EI1,38.53506633
2252,EN5,36.68533694
2252,GB6,12.56098016
2252,GN0,22.31389813
2252,GN3,23.70946515
2252,HV1,18.66949907
2252,HV3,4.176103315
2252,IS2,46.50662404
2252,KT6,17.84779435
2252,LW4,32.29324472
2252,RB4,12.18766624
2252,WMB,19.1216683
2253,BT4,37.94449003
2253,BT6,17.22057256
2253,BT8,39.31909648
2253,EI1,26.98232292
2253,EN5,16.267648
2253,GB6,20.13141942
2253,GN0,28.19677094
2253,GN3,27.24653049
2253,HV1,9.848093697
2253,HV3,4.730838615
2253,IS2,50.78913116
2253,KT6,11.02658371
2253,LW4,50.04355885
2253,RB4,17.64888542
2253,WMB,28.3525677
2254,BT4,37.88931631
2254,BT6,29.6108562
2254,BT8,29.70470208
2254,EI1,34.73692298
2254,EN5,26.65267067
2254,GB6,16.7758686
2254,GN0,27.89657834
2254,GN3,32.02912697
2254,HV1,24.71891908
2254,HV3,19.40225076
2254,IS2,29.26098136
2254,KT6,17.369897
2254,LW4,32.28479863
2254,RB4,13.72312704
2254,WMB,34.90407628
2255,BT4,49.52160397
2255,BT6,29.02419437
2255,BT8,26.04837655
2255,EI1,19.68196252
2255,EN5,27.30007258
2255,GB6,26.70128668
2255,GN0,39.93739356
2255,GN3,34.69724485
2255,HV1,25.42508793
2255,HV3,34.33013591
2255,IS2,27.63292201
2255,KT6,23.89302817
2255,LW4,33.88701387
2255,RB4,31.797713
2255,WMB,51.75572034
2256,BT4,43.7550592
2256,BT6,37.42741897
2256,BT8,39.49238494
2256,EI1,19.4564001
2256,EN5,28.81658567
2256,GB6,37.33338398
2256,GN0,15.36349396
2256,GN3,45.88214435
2256,HV1,35.5365413
2256,HV3,15.97707281
2256,IS2,16.24386509
2256,KT6,34.0582776
2256,LW4,35.04486083
2256,RB4,29.88890299
2256,WMB,18.5533491
2257,BT4,50.17850726
2257,BT6,34.10945268
2257,BT8,39.43202145
2257,EI1,40.21755975
2257,EN5,32.12756483
2257,GB6,28.48124775
2257,GN0,33.03045793
2257,GN3,39.25701665
2257,HV1,45.63329173
2257,HV3,19.96883733
2257,IS2,23.96707634
2257,KT6,19.17712371
2257,LW4,33.97132912
2257,RB4,26.55373062
2257,WMB,20.70091908
2258,BT4,35.87141634
2258,BT6,37.66919945
2258,BT8,30.42862594
2258,EI1,58.63682982
2258,EN5,37.69858761
2258,GB6,41.40835319
2258,GN0,16.03558089
2258,GN3,49.59450967
2258,HV1,22.41526601
2258,HV3,22.80388017
2258,IS2,19.65672175
2258,KT6,33.60716734
2258,LW4,16.56820897
2258,RB4,40.05884986
2258,WMB,35.29598777
2259,BT4,38.53317256
2259,BT6,52.30248462
2259,BT8,41.39752999
2259,EI1,24.25145158
2259,EN5,35.14457082
2259,GB6,10.6252066
2259,GN0,23.05448834
2259,GN3,16.03218088
2259,HV1,48.25906855
2259,HV3,34.60948736
2259,IS2,28.06771482
2259,KT6,16.51952442
2259,LW4,18.58829764
2259,RB4,19.5199063
2259,WMB,27.59146172
2260,BT4,40.68196009
2260,BT6,53.61495388
2260,BT8,27.31495455
2260,EI1,42.33232063
2260,EN5,42.37706433
2260,GB6,11.52673858
2260,GN0,12.86891582
2260,GN3,13.23708717
2260,HV1,20.81066082
2260,HV3,16.38221335
2260,IS2,33.49013029
2260,KT6,20.40824263
2260,LW4,32.14773104
2260,RB4,14.50486369
2260,WMB,16.18264207
2261,BT4,44.88327279
2261,BT6,34.52107326
2261,BT8,33.30938389
2261,EI1,35.13490518
2261,EN5,17.31653627
2261,GB6,4.425993486
2261,GN0,14.10543871
2261,GN3,6.840408772
2261,HV1,21.92177214
2261,HV3,17.40584567
2261,IS2,40.44405295
2261,KT6,15.00411199
2261,LW4,48.98972488
2261,RB4,20.301408
2261,WMB,11.68472707
2262,BT4,31.01733326
2262,BT6,22.64851228
2262,BT8,22.40400173
2262,EI1,47.84700783
2262,EN5,10.74676797
2262,GB6,8.470449871
2262,GN0,7.089017617
2262,GN3,8.892631461
2262,HV1,22.31805387
2262,HV3,40.09578499
2262,IS2,13.46698891
2262,KT6,18.07978095
2262,LW4,31.44107711
2262,RB4,30.86069894
2262,WMB,30.94064848
2263,BT4,38.92519608
2263,BT6,12.37776494
2263,BT8,25.42198994
2263,EI1,43.60082902
2263,EN5,8.28900535
2263,GB6,15.57521112
2263,GN0,10.84176408
2263,GN3,20.55110922
2263,HV1,27.68555294
2263,HV3,44.81196278
2263,IS2,22.25675732
2263,KT6,6.815884997
2263,LW4,41.2537963
2263,RB4,6.619162431
2263,WMB,54.46429457
2264,BT4,17.22302093
2264,BT6,17.42740951
2264,BT8,13.82344045
2264,EI1,48.20195408
2264,EN5,11.64118308
2264,GB6,16.91212469
2264,GN0,16.35786278
2264,GN3,22.97825714
2264,HV1,8.517280727
2264,HV3,39.56597044
2264,IS2,26.13814874
2264,KT6,7.396893676
2264,LW4,41.69980445
2264,RB4,6.726134075
2264,WMB,47.11326071
2265,BT4,22.73275342
2265,BT6,24.45746568
2265,BT8,13.52422462
2265,EI1,54.73939252
2265,EN5,21.24028035
2265,GB6,13.75553928
2265,GN0,30.778012
2265,GN3,16.56803416
2265,HV1,13.5089846
2265,HV3,41.82316253
2265,IS2,26.40905251
2265,KT6,20.19195323
2265,LW4,48.71093062
2265,RB4,22.2096633
2265,WMB,48.02139351
2266,BT4,30.77509944
2266,BT6,27.30821792
2266,BT8,35.86328216
2266,EI1,70.24095669
2266,EN5,29.36274806
2266,GB6,15.11309796
2266,GN0,9.249772067
2266,GN3,19.37134606
2266,HV1,24.30856235
2266,HV3,16.4949974
2266,IS2,19.32512066
2266,KT6,34.574744
2266,LW4,39.28796578
2266,RB4,42.29374019
2266,WMB,31.78993082
2267,BT4,24.55529935
2267,BT6,32.81471636
2267,BT8,40.96752923
2267,EI1,38.20155179
2267,EN5,22.85541809
2267,GB6,4.297868241
2267,GN0,17.97759279
2267,GN3,9.153734113
2267,HV1,45.76161395
2267,HV3,28.07925617
2267,IS2,14.05504919
2267,KT6,14.49114985
2267,LW4,46.65985164
2267,RB4,20.59691879
2267,WMB,35.71170684
2268,BT4,69.14904618
2268,BT6,38.46156123
2268,BT8,27.17463722
2268,EI1,37.58975456
2268,EN5,27.11788459
2268,GB6,7.052897794
2268,GN0,23.1041758
2268,GN3,14.62820755
2268,HV1,17.50786426
2268,HV3,12.68276519
2268,IS2,23.20875771
2268,KT6,25.96188737
2268,LW4,47.82551853
2268,RB4,34.18436303
2268,WMB,31.25341648
2269,BT4,60.65351059
2269,BT6,11.52205705
2269,BT8,37.10031865
2269,EI1,17.43316284
2269,EN5,11.46372385
2269,GB6,12.08605745
2269,GN0,21.96343894
2269,GN3,16.86173012
2269,HV1,27.86377492
2269,HV3,16.34600215
2269,IS2,29.59377262
2269,KT6,23.66476196
2269,LW4,57.54248256
2269,RB4,22.85470273
2269,WMB,56.24967434
2270,BT4,66.19252537
2270,BT6,18.44265201
2270,BT8,43.91383054
2270,EI1,28.5995926
2270,EN5,17.99856602
2270,GB6,15.17500701
2270,GN0,28.0274278
2270,GN3,18.14940307
2270,HV1,30.1480393
2270,HV3,32.5585534
2270,IS2,11.17449927
2270,KT6,30.67995847
2270,LW4,24.71925712
2270,RB4,39.57643891
2270,WMB,58.59813362
2271,BT4,68.19282897
2271,BT6,22.56964593
2271,BT8,39.40801646
2271,EI1,29.21847559
2271,EN5,19.15025942
2271,GB6,5.075101426
2271,GN0,34.64635309
2271,GN3,10.41104311
2271,HV1,37.6092085
2271,HV3,33.74713139
2271,IS2,14.7947293
2271,KT6,26.9024339
2271,LW4,21.93263926
2271,RB4,17.09732348
2271,WMB,79.77849946
2272,BT4,32.94216803
2272,BT6,22.29361154
2272,BT8,36.63643411
2272,EI1,35.58123916
2272,EN5,20.42785433
2272,GB6,4.718387197
2272,GN0,30.0138414
2272,GN3,8.507952049
2272,HV1,23.96174713
2272,HV3,7.626860579
2272,IS2,21.63965968
2272,KT6,27.05925554
2272,LW4,11.97947416
2272,RB4,17.99951539
2272,WMB,59.11779717
2273,BT4,65.74218438
2273,BT6,15.68170361
2273,BT8,33.56688601
2273,EI1,40.94505138
2273,EN5,12.81000078
2273,GB6,10.84714557
2273,GN0,36.07289538
2273,GN3,19.30718914
2273,HV1,33.92441477
2273,HV3,12.71019261
2273,IS2,19.70028788
2273,KT6,49.52023529
2273,LW4,17.40727148
2273,RB4,37.91829276
2273,WMB,40.48966228
2274,BT4,54.28417353
2274,BT6,10.35919802
2274,BT8,46.87720913
2274,EI1,44.21920688
2274,EN5,10.15819919
2274,GB6,9.408676579
2274,GN0,10.79688997
2274,GN3,13.23205532
2274,HV1,46.21995082
2274,HV3,15.72083244
2274,IS2,38.91621382
2274,KT6,53.92580596
2274,LW4,35.6326153
2274,RB4,52.38586151
2274,WMB,28.13179787
2275,BT4,44.39297095
2275,BT6,23.6614116
2275,BT8,45.82617182
2275,EI1,16.31036063
2275,EN5,20.8328827
2275,GB6,4.336043312
2275,GN0,11.18929987
2275,GN3,7.539919011
2275,HV1,53.68836177
2275,HV3,8.629240011
2275,IS2,26.04944562
2275,KT6,33.09927023
2275,LW4,36.6603391
2275,RB4,25.2485058
2275,WMB,25.29651359
2276,BT4,64.59481061
2276,BT6,22.29933979
2276,BT8,28.86662898
2276,EI1,23.8775346
2276,EN5,15.6366185
2276,GB6,4.082475844
2276,GN0,5.53021439
2276,GN3,8.411290841
2276,HV1,20.91627755
2276,HV3,11.54738079
2276,IS2,36.57859807
2276,KT6,24.4025395
2276,LW4,36.50844284
2276,RB4,18.75314341
2276,WMB,38.58208717
2277,BT4,53.1922855
2277,BT6,8.68436069
2277,BT8,22.35713328
2277,EI1,27.43494955
2277,EN5,10.11226036
2277,GB6,12.01185131
2277,GN0,7.088501356
2277,GN3,19.66256881
2277,HV1,21.88880461
2277,HV3,9.411057243
2277,IS2,37.36380572
2277,KT6,11.54537679
2277,LW4,33.5093077
2277,RB4,10.75468307
2277,WMB,39.70838589
2278,BT4,32.83588758
2278,BT6,9.108488359
2278,BT8,13.96767816
2278,EI1,28.13364336
2278,EN5,11.06644796
2278,GB6,16.93321471
2278,GN0,18.54865336
2278,GN3,21.25369189
2278,HV1,12.59049488
2278,HV3,15.70880815
2278,IS2,24.86297195
2278,KT6,22.16816659
2278,LW4,17.22443564
2278,RB4,12.23356674
2278,WMB,49.22082835
2279,BT4,30.43920262
2279,BT6,21.57021543
2279,BT8,22.57360451
2279,EI1,24.20357212
2279,EN5,21.252029
2279,GB6,18.99187325
2279,GN0,20.84564686
2279,GN3,27.55046773
2279,HV1,13.01724401
2279,HV3,26.61858791
2279,IS2,24.65123934
2279,KT6,18.57356947
2279,LW4,16.87502951
2279,RB4,16.66005333
2279,WMB,86.39540532
2280,BT4,57.481708
2280,BT6,16.75886827
2280,BT8,29.14893937
2280,EI1,16.03475064
2280,EN5,16.97536574
2280,GB6,17.64475049
2280,GN0,17.65364555
2280,GN3,25.16508889
2280,HV1,20.26353821
2280,HV3,6.582362267
2280,IS2,53.28999076
2280,KT6,21.22641357
2280,LW4,27.86690893
2280,RB4,24.99504298
2280,WMB,53.59015582
2281,BT4,41.32300034
2281,BT6,40.35480975
2281,BT8,29.63083398
2281,EI1,29.76659702
2281,EN5,34.62043704
2281,GB6,18.78446877
2281,GN0,21.13397061
2281,GN3,19.11895709
2281,HV1,30.24420478
2281,HV3,14.75025929
2281,IS2,35.71169434
2281,KT6,24.09756246
2281,LW4,28.36089189
2281,RB4,30.81904083
2281,WMB,63.11343908
2282,BT4,81.12618562
2282,BT6,24.70784442
2282,BT8,37.84926765
2282,EI1,33.04960007
2282,EN5,24.85007628
2282,GB6,14.17027068
2282,GN0,9.502859228
2282,GN3,16.10683192
2282,HV1,27.93130124
2282,HV3,12.12641863
2282,IS2,54.29012195
2282,KT6,24.92024511
2282,LW4,19.6853062
2282,RB4,32.27110762
2282,WMB,56.91928885
2283,BT4,71.26810093
2283,BT6,34.39048354
2283,BT8,33.39265807
2283,EI1,14.57269992
2283,EN5,28.10219557
2283,GB6,9.640253464
2283,GN0,12.52326016
2283,GN3,15.51092418
2283,HV1,31.5115386
2283,HV3,5.596265692
2283,IS2,34.71076483
2283,KT6,6.536724261
2283,LW4,13.6980513
2283,RB4,12.36372976
2283,WMB,53.65485468
2284,BT4,73.30839277
2284,BT6,33.83982297
2284,BT8,16.08214956
2284,EI1,16.30832029
2284,EN5,19.20561914
2284,GB6,20.60577323
2284,GN0,16.84891369
2284,GN3,23.16585853
2284,HV1,13.46507923
2284,HV3,33.25781534
2284,IS2,21.68089261
2284,KT6,14.36433435
2284,LW4,30.88772299
2284,RB4,23.11799222
2284,WMB,50.20787002
2285,BT4,62.02876732
2285,BT6,21.27555769
2285,BT8,25.19937861
2285,EI1,28.9131206
2285,EN5,18.29337469
2285,GB6,37.69761365
2285,GN0,19.05055464
2285,GN3,47.93582581
2285,HV1,22.17163913
2285,HV3,16.61993062
2285,IS2,17.26477212
2285,KT6,15.76799755
2285,LW4,22.33430166
2285,RB4,19.1154919
2285,WMB,71.95792771
2286,BT4,93.9308098
2286,BT6,29.14088474
2286,BT8,22.09213924
2286,EI1,26.55667504
2286,EN5,24.93097965
2286,GB6,37.31819379
2286,GN0,11.01447882
2286,GN3,38.05552426
2286,HV1,22.49975573
2286,HV3,44.6690652
2286,IS2,37.20394442
2286,KT6,13.22092413
2286,LW4,15.5526999
2286,RB4,16.85007182
2286,WMB,42.12651205
2287,BT4,82.95827483
2287,BT6,60.82834401
2287,BT8,23.44979454
2287,EI1,52.81989709
2287,EN5,52.6584531
2287,GB6,39.59572944
2287,GN0,8.943976987
2287,GN3,39.29729123
2287,HV1,23.27574166
2287,HV3,44.72307941
2287,IS2,42.0046237
2287,KT6,11.30858617
2287,LW4,17.31575103
2287,RB4,13.38733474
2287,WMB,56.35530139
2288,BT4,100.8903108
2288,BT6,32.08564469
2288,BT8,16.61832627
2288,EI1,33.47122213
2288,EN5,32.00652433
2288,GB6,22.30182089
2288,GN0,20.28945395
2288,GN3,24.14765652
2288,HV1,12.48697515
2288,HV3,19.85836574
2288,IS2,26.51383122
2288,KT6,7.931049788
2288,LW4,21.14372505
2288,RB4,8.772672329
2288,WMB,44.96961665
2289,BT4,86.73712526
2289,BT6,62.64660015
2289,BT8,10.75377607
2289,EI1,45.08609701
2289,EN5,57.30377621
2289,GB6,15.00319218
2289,GN0,14.5909119
2289,GN3,15.47796532
2289,HV1,11.06984692
2289,HV3,16.34025459
2289,IS2,25.42253425
2289,KT6,13.60649412
2289,LW4,19.5755451
2289,RB4,18.3480237
2289,WMB,39.60379676
2290,BT4,85.13668274
2290,BT6,29.06388587
2290,BT8,28.46468389
2290,EI1,41.23929396
2290,EN5,24.1493203
2290,GB6,16.01350422
2290,GN0,8.931634693
2290,GN3,16.19721521
2290,HV1,17.68521532
2290,HV3,55.77476159
2290,IS2,51.54560424
2290,KT6,19.06599534
2290,LW4,40.22708016
2290,RB4,20.89280195
2290,WMB,40.86512838
2291,BT4,66.59102964
2291,BT6,27.80576313
2291,BT8,22.95975074
2291,EI1,27.75437567
2291,EN5,22.27889605
2291,GB6,22.78453073
2291,GN0,8.691833086
2291,GN3,24.75902488
2291,HV1,19.50301487
2291,HV3,16.11506532
2291,IS2,48.40106012
2291,KT6,6.030008597
2291,LW4,27.37825899
2291,RB4,7.802423167
2291,WMB,53.13752203
2292,BT4,65.67363484
2292,BT6,20.84788796
2292,BT8,15.19463483
2292,EI1,37.5323075
2292,EN5,12.46429711
2292,GB6,16.33371953
2292,GN0,20.9030841
2292,GN3,20.16231695
2292,HV1,11.20579169
2292,HV3,61.62349808
2292,IS2,50.04439073
2292,KT6,11.22329134
2292,LW4,36.25668917
2292,RB4,14.16184121
2292,WMB,48.05439116
2293,BT4,48.53897561
2293,BT6,37.2318162
2293,BT8,12.25290222
2293,EI1,60.88382349
2293,EN5,30.75762731
2293,GB6,29.83405796
2293,GN0,19.4053714
2293,GN3,27.78074678
2293,HV1,14.21994244
2293,HV3,40.54266982
2293,IS2,42.47486866
2293,KT6,14.71701041
2293,LW4,28.80641908
2293,RB4,14.50605862
2293,WMB,51.95563203
2294,BT4,51.75937296
2294,BT6,35.66352616
2294,BT8,22.46547369
2294,EI1,43.38455573
2294,EN5,18.34530355
2294,GB6,33.3429339
2294,GN0,28.32351871
2294,GN3,24.42347367
2294,HV1,16.89365502
2294,HV3,34.51319141
2294,IS2,35.07622827
2294,KT6,13.36874757
2294,LW4,28.55130102
2294,RB4,7.572230813
2294,WMB,38.21951465
2295,BT4,40.33153805
2295,BT6,25.12711263
2295,BT8,20.76763631
2295,EI1,62.32269273
2295,EN5,24.42740696
2295,GB6,53.59878013
2295,GN0,25.74499926
2295,GN3,56.19597743
2295,HV1,13.01401169
2295,HV3,23.16988705
2295,IS2,41.08680943
2295,KT6,28.82638476
2295,LW4,31.70497548
2295,RB4,30.82117268
2295,WMB,33.6060239
2296,BT4,64.58523286
2296,BT6,19.92359535
2296,BT8,49.48838571
2296,EI1,63.20368228
2296,EN5,25.86281869
2296,GB6,57.72159987
2296,GN0,21.04182784
2296,GN3,59.32633376
2296,HV1,30.52292251
2296,HV3,47.4993471
2296,IS2,14.453095
2296,KT6,18.40035997
2296,LW4,57.01739169
2296,RB4,18.35998752
2296,WMB,42.97041425
2297,BT4,72.21349571
2297,BT6,52.38784107
2297,BT8,26.44139133
2297,EI1,41.36734401
2297,EN5,59.09324418
2297,GB6,49.64995685
2297,GN0,18.9445953
2297,GN3,51.72605905
2297,HV1,23.30944635
2297,HV3,57.11837058
2297,IS2,14.5016155
2297,KT6,29.08007524
2297,LW4,45.0580371
2297,RB4,32.66410434
2297,WMB,47.93550107
2298,BT4,46.35890245
2298,BT6,49.83501735
2298,BT8,42.74808693
2298,EI1,46.74531177
2298,EN5,56.40067126
2298,GB6,32.03997562
2298,GN0,17.34793856
2298,GN3,32.51915397
2298,HV1,30.23211363
2298,HV3,36.72667383
2298,IS2,11.85115308
2298,KT6,27.59231543
2298,LW4,43.8839021
2298,RB4,29.04463126
2298,WMB,32.66305427
2299,BT4,49.2000557
2299,BT6,52.4819776
2299,BT8,27.53626729
2299,EI1,50.63577167
2299,EN5,58.7402984
2299,GB6,33.70283094
2299,GN0,22.81102429
2299,GN3,34.31970384
2299,HV1,27.45083998
2299,HV3,35.87671275
2299,IS2,7.477484208
2299,KT6,15.51029318
2299,LW4,32.45704569
2299,RB4,19.51858074
2299,WMB,41.79930581
2300,BT4,33.31144952
2300,BT6,44.24903236
2300,BT8,27.11801449
2300,EI1,47.67004931
2300,EN5,43.25070481
2300,GB6,49.92699253
2300,GN0,50.7820149
2300,GN3,47.23999592
2300,HV1,18.21314821
2300,HV3,51.57897427
2300,IS2,21.05316662
2300,KT6,18.03757207
2300,LW4,14.61919845
2300,RB4,14.7315263
2300,WMB,23.42693642
2301,BT4,41.57677697
2301,BT6,42.90135811
2301,BT8,22.58217189
2301,EI1,37.35620892
2301,EN5,43.80211344
2301,GB6,16.95519569
2301,GN0,35.18339627
2301,GN3,12.87777044
2301,HV1,26.62678988
2301,HV3,53.72644296
2301,IS2,13.65609836
2301,KT6,36.41020302
2301,LW4,15.41150032
2301,RB4,46.06366857
2301,WMB,20.03903025
2302,BT4,15.44319338
2302,BT6,47.64643122
2302,BT8,51.14737554
2302,EI1,39.73772596
2302,EN5,48.64195756
2302,GB6,23.16382487
2302,GN0,35.75900089
2302,GN3,9.937705209
2302,HV1,53.66996447
2302,HV3,63.30250731
2302,IS2,39.30539306
2302,KT6,23.80717158
2302,LW4,39.25575516
2302,RB4,13.66436837
2302,WMB,26.80731067
2303,BT4,28.01447814
2303,BT6,14.88836965
2303,BT8,30.80751352
2303,EI1,53.1816141
2303,EN5,17.04906375
2303,GB6,12.46826039
2303,GN0,14.30536192
2303,GN3,8.841797834
2303,HV1,22.47075093
2303,HV3,46.89510825
2303,IS2,24.32531762
2303,KT6,43.77132306
2303,LW4,37.48121775
2303,RB4,55.09244064
2303,WMB,23.82763974
2304,BT4,23.48882815
2304,BT6,18.70070884
2304,BT8,48.70961346
2304,EI1,54.43823409
2304,EN5,15.24914171
2304,GB6,15.06015851
2304,GN0,12.20197705
2304,GN3,8.767275464
2304,HV1,49.52385185
2304,HV3,45.22373375
2304,IS2,25.05010616
2304,KT6,40.5353484
2304,LW4,34.69703148
2304,RB4,28.25027976
2304,WMB,49.46091165
2305,BT4,31.50274763
2305,BT6,10.62762076
2305,BT8,28.84406191
2305,EI1,57.41534747
2305,EN5,14.76010008
2305,GB6,32.36279254
2305,GN0,9.319285199
2305,GN3,27.37004624
2305,HV1,30.50969308
2305,HV3,42.81740345
2305,IS2,32.76714302
2305,KT6,21.49134409
2305,LW4,48.43595405
2305,RB4,25.95724489
2305,WMB,41.61858723
2306,BT4,52.78286734
2306,BT6,8.109853523
2306,BT8,24.6398681
2306,EI1,60.73702129
2306,EN5,13.09098604
2306,GB6,25.24401119
2306,GN0,17.83004304
2306,GN3,25.1086253
2306,HV1,22.00000849
2306,HV3,16.81971166
2306,IS2,28.79751067
2306,KT6,22.89041124
2306,LW4,55.35481307
2306,RB4,16.33078952
2306,WMB,60.19185055
2307,BT4,39.3297128
2307,BT6,22.15823824
2307,BT8,21.96523031
2307,EI1,44.28492486
2307,EN5,28.05792978
2307,GB6,33.55018027
2307,GN0,19.04337866
2307,GN3,33.63199834
2307,HV1,18.15546339
2307,HV3,17.22085721
2307,IS2,32.05809749
2307,KT6,35.63236236
2307,LW4,59.78276774
2307,RB4,39.51474216
2307,WMB,59.53387304
2308,BT4,44.20071434
2308,BT6,15.18289741
2308,BT8,32.31714492
2308,EI1,49.52486074
2308,EN5,25.55822795
2308,GB6,26.38860797
2308,GN0,36.54497614
2308,GN3,28.92685752
2308,HV1,31.91741263
2308,HV3,16.81653666
2308,IS2,21.51656897
2308,KT6,37.5428343
2308,LW4,49.26915953
2308,RB4,29.57521446
2308,WMB,41.85798448
2309,BT4,30.81463963
2309,BT6,38.39006565
2309,BT8,28.47282058
2309,EI1,20.16243087
2309,EN5,40.86806138
2309,GB6,19.90156036
2309,GN0,39.42086336
2309,GN3,26.89023804
2309,HV1,30.84600334
2309,HV3,15.96573236
2309,IS2,27.63174186
2309,KT6,31.16121293
2309,LW4,39.75104004
2309,RB4,29.28759259
2309,WMB,63.5775226
2310,BT4,21.91181888
